sample_id	level	correlation
CH091-3082	transcript	0.5984230836324498
BI071-1856	transcript	0.6105938977784707
CB271-0087	transcript	0.5610158921812638
CA081-4003	transcript	0.5448809080914524
AJ221-4002	transcript	0.560300491249366
CG071-4019	transcript	0.5377597717216533
AJ141-2099	transcript	0.5682509580441532
AJ221-4018	transcript	0.537239408255762
CG041-4019	transcript	0.5636931446010996
CG171-1601	transcript	0.5059304175907726
AK091-1470	transcript	0.5761424502110097
BB201-4002	transcript	0.5546296530080117
CC241-4023	transcript	0.5377151223712002
CB151-1236	transcript	0.5465357575089687
CI221-1856	transcript	0.5765689193218665
CJ091-0378	transcript	0.5963716932072107
BI071-1236	transcript	0.5743530656219967
CJ092-1470	transcript	0.5640562036483578
CJ092-5415	transcript	0.5918383153569775
AK112-4018	transcript	0.5807251327730723
CL171-4002	transcript	0.5972193351271866
CK031-1601	transcript	0.5588977121313506
CI251-5415	transcript	0.5902990935801627
CJ092-1584	transcript	0.5420643643154235
CK031-5415	transcript	0.600581479780438
BL021-2099	transcript	0.4985296915163494
CG041-4002	transcript	0.5519620505544862
BB201-1710	transcript	0.5229167682382534
CG041-4022	transcript	0.6086496944015266
CJ231-5415	transcript	0.586538651212244
BK071-1392	transcript	0.5291791568468369
CB271-1710	transcript	0.4892795243497502
CL141-2099	transcript	0.5163727710747835
CC311-4018	transcript	0.5883289028005962
CI161-0160	transcript	0.5721588151397053
BH131-1236	transcript	0.5464286068751227
CJ092-4019	transcript	0.5468462202645858
CJ091-0160	transcript	0.577503580772129
AJ221-1470	transcript	0.5738676264447204
AJ231-1053	transcript	0.6085179574129935
BH101-3082	transcript	0.5657555596130118
CB271-1470	transcript	0.531289611137361
CG172-3082	transcript	0.6018096844964533
CI301-5415	transcript	0.5894351574756079
AK112-4023	transcript	0.5956343382750614
BL021-3082	transcript	0.495018218362164
CB271-4019	transcript	0.5269062662431797
CI211-1236	transcript	0.548700198062687
CF241-1856	transcript	0.6019093474903858
BH131-4023	transcript	0.5856550721950933
CG071-4023	transcript	0.5794993730379966
BH131-0378	transcript	0.570824951374506
CC241-4019	transcript	0.5787254965955959
BB201-4023	transcript	0.5590938798710732
BH131-5032	transcript	0.548497349179184
AK112-5032	transcript	0.5940304286537169
CJ092-1392	transcript	0.556749973041337
AJ221-4155	transcript	0.5884243587946265
