1397	HG03224	MSL	0.000010	0.997681	0.002289	0.000010	0.000010
1474	HG03476	MSL	0.000010	0.997525	0.001292	0.001163	0.000010
1332	HG03063	MSL	0.000010	0.999952	0.000010	0.000010	0.000018
1454	HG03433	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1350	HG03096	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1351	HG03097	MSL	0.000010	0.999958	0.000012	0.000010	0.000010
1444	HG03385	MSL	0.000010	0.994935	0.000010	0.005035	0.000010
1340	HG03078	MSL	0.000010	0.992022	0.000010	0.000010	0.007948
1498	HG03563	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1398	HG03225	MSL	0.000010	0.999883	0.000087	0.000010	0.000010
1455	HG03436	MSL	0.000010	0.989898	0.000010	0.004768	0.005314
1493	HG03548	MSL	0.000010	0.999955	0.000010	0.000010	0.000015
1441	HG03378	MSL	0.000010	0.994556	0.000010	0.005414	0.000010
1496	HG03558	MSL	0.000010	0.999948	0.000019	0.000010	0.000014
1325	HG03052	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1458	HG03442	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1460	HG03446	MSL	0.000010	0.996498	0.003472	0.000010	0.000010
1345	HG03085	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1395	HG03209	MSL	0.000010	0.996965	0.003005	0.000010	0.000010
1461	HG03449	MSL	0.000010	0.999960	0.000010	0.000010	0.000010
1449	HG03401	MSL	0.004962	0.992056	0.002963	0.000010	0.000010
