FID1	ID1	FID2	ID2	Kinship	Z0
GTOP-CA081	GTOP-CA081	GTOP-CB281	GTOP-CB281	0.0016	1
GTOP-CA081	GTOP-CA081	GTOP-CC031	GTOP-CC031	-0.0014	0.9538
GTOP-CA081	GTOP-CA081	GTOP-CC041	GTOP-CC041	-4e-04	1
GTOP-CA081	GTOP-CA081	GTOP-CC061	GTOP-CC061	-0.0022	0.9834
GTOP-CA081	GTOP-CA081	GTOP-CC121	GTOP-CC121	0.004	0.9843
GTOP-CA081	GTOP-CA081	GTOP-CC131	GTOP-CC131	-0.0048	1
GTOP-CA081	GTOP-CA081	GTOP-CC141	GTOP-CC141	-0.0029	1
GTOP-CA081	GTOP-CA081	GTOP-CC201	GTOP-CC201	7e-04	1
GTOP-CA081	GTOP-CA081	GTOP-CC231	GTOP-CC231	5e-04	1
GTOP-CA081	GTOP-CA081	GTOP-CC241	GTOP-CC241	0.0043	1
GTOP-CA081	GTOP-CA081	GTOP-CC251	GTOP-CC251	-0.0017	1
GTOP-CA081	GTOP-CA081	GTOP-CC291	GTOP-CC291	0.0024	0.9913
GTOP-CA081	GTOP-CA081	GTOP-CC311	GTOP-CC311	0.0017	0.9933
GTOP-CA081	GTOP-CA081	GTOP-CD021	GTOP-CD021	0.0031	0.9911
GTOP-CA081	GTOP-CA081	GTOP-CD121	GTOP-CD121	0.0042	1
GTOP-CA081	GTOP-CA081	GTOP-CE111	GTOP-CE111	-1e-04	0.9971
GTOP-CA081	GTOP-CA081	GTOP-CE131	GTOP-CE131	0	1
GTOP-CA081	GTOP-CA081	GTOP-CE141	GTOP-CE141	0.0045	1
GTOP-CA081	GTOP-CA081	GTOP-CE161	GTOP-CE161	-0.0011	1
GTOP-CA081	GTOP-CA081	GTOP-CF011	GTOP-CF011	0.0047	1
GTOP-CA081	GTOP-CA081	GTOP-CF051	GTOP-CF051	0.006	1
GTOP-CA081	GTOP-CA081	GTOP-CF121	GTOP-CF121	0.0033	0.9905
GTOP-CA081	GTOP-CA081	GTOP-CF201	GTOP-CF201	9e-04	0.9872
GTOP-CA081	GTOP-CA081	GTOP-CF221	GTOP-CF221	5e-04	0.9899
GTOP-CA081	GTOP-CA081	GTOP-CF241	GTOP-CF241	0.004	0.9851
GTOP-CA081	GTOP-CA081	GTOP-CF242	GTOP-CF242	0.0013	1
GTOP-CA081	GTOP-CA081	GTOP-CF301	GTOP-CF301	0.0015	1
GTOP-CA081	GTOP-CA081	GTOP-CG041	GTOP-CG041	0.0037	1
GTOP-CA081	GTOP-CA081	GTOP-CG061	GTOP-CG061	-0.0024	1
GTOP-CA081	GTOP-CA081	GTOP-CG071	GTOP-CG071	0.005	0.984
GTOP-CA081	GTOP-CA081	GTOP-CG091	GTOP-CG091	-0.0015	1
GTOP-CA081	GTOP-CA081	GTOP-CG111	GTOP-CG111	0.0069	0.9641
GTOP-CA121	GTOP-CA121	GTOP-CB281	GTOP-CB281	0.0033	0.9795
GTOP-CA121	GTOP-CA121	GTOP-CC031	GTOP-CC031	0.0084	0.9841
GTOP-CA121	GTOP-CA121	GTOP-CC041	GTOP-CC041	0.0024	1
GTOP-CA121	GTOP-CA121	GTOP-CC061	GTOP-CC061	0.0084	0.9897
GTOP-CA121	GTOP-CA121	GTOP-CC121	GTOP-CC121	0.0024	1
GTOP-CA121	GTOP-CA121	GTOP-CC131	GTOP-CC131	-6e-04	1
GTOP-CA121	GTOP-CA121	GTOP-CC141	GTOP-CC141	0.0045	1
GTOP-CA121	GTOP-CA121	GTOP-CC201	GTOP-CC201	0	1
GTOP-CA121	GTOP-CA121	GTOP-CC231	GTOP-CC231	0.0054	0.9772
GTOP-CA121	GTOP-CA121	GTOP-CC241	GTOP-CC241	2e-04	1
GTOP-CA121	GTOP-CA121	GTOP-CC251	GTOP-CC251	0.0074	1
GTOP-CA121	GTOP-CA121	GTOP-CC291	GTOP-CC291	0.0068	0.9818
GTOP-CA121	GTOP-CA121	GTOP-CC311	GTOP-CC311	0.0051	0.9829
GTOP-CA121	GTOP-CA121	GTOP-CD021	GTOP-CD021	1e-04	1
GTOP-CA121	GTOP-CA121	GTOP-CD121	GTOP-CD121	0.0019	0.9956
GTOP-CA121	GTOP-CA121	GTOP-CE111	GTOP-CE111	0.0036	0.9795
GTOP-CA121	GTOP-CA121	GTOP-CE131	GTOP-CE131	0.0037	1
GTOP-CA121	GTOP-CA121	GTOP-CE141	GTOP-CE141	0.0047	0.9793
GTOP-CA121	GTOP-CA121	GTOP-CE161	GTOP-CE161	0.0048	1
GTOP-CA121	GTOP-CA121	GTOP-CF011	GTOP-CF011	0.0069	0.9902
GTOP-CA121	GTOP-CA121	GTOP-CF051	GTOP-CF051	0.0013	0.9887
GTOP-CA121	GTOP-CA121	GTOP-CF121	GTOP-CF121	0.0023	1
GTOP-CA121	GTOP-CA121	GTOP-CF201	GTOP-CF201	0.0061	0.9701
GTOP-CA121	GTOP-CA121	GTOP-CF221	GTOP-CF221	0.0068	0.9882
GTOP-CA121	GTOP-CA121	GTOP-CF241	GTOP-CF241	0.0064	0.9942
GTOP-CA121	GTOP-CA121	GTOP-CF242	GTOP-CF242	-0.0029	1
GTOP-CA121	GTOP-CA121	GTOP-CF301	GTOP-CF301	0.0065	0.9792
GTOP-CA121	GTOP-CA121	GTOP-CG041	GTOP-CG041	0.0046	0.9951
GTOP-CA121	GTOP-CA121	GTOP-CG061	GTOP-CG061	0.0074	1
GTOP-CA121	GTOP-CA121	GTOP-CG071	GTOP-CG071	0.0095	0.9829
GTOP-CA121	GTOP-CA121	GTOP-CG091	GTOP-CG091	0.0041	1
GTOP-CA121	GTOP-CA121	GTOP-CG111	GTOP-CG111	0.0045	0.9736
GTOP-CA161	GTOP-CA161	GTOP-CB281	GTOP-CB281	0.0027	0.9742
GTOP-CA161	GTOP-CA161	GTOP-CC031	GTOP-CC031	0.0057	0.9755
GTOP-CA161	GTOP-CA161	GTOP-CC041	GTOP-CC041	0.0047	0.9867
GTOP-CA161	GTOP-CA161	GTOP-CC061	GTOP-CC061	0.0046	0.9871
GTOP-CA161	GTOP-CA161	GTOP-CC121	GTOP-CC121	0.0021	1
GTOP-CA161	GTOP-CA161	GTOP-CC131	GTOP-CC131	0.0025	1
GTOP-CA161	GTOP-CA161	GTOP-CC141	GTOP-CC141	0.0043	0.9933
GTOP-CA161	GTOP-CA161	GTOP-CC201	GTOP-CC201	0.0047	1
GTOP-CA161	GTOP-CA161	GTOP-CC231	GTOP-CC231	0.0051	0.9981
GTOP-CA161	GTOP-CA161	GTOP-CC241	GTOP-CC241	0.0026	0.9895
GTOP-CA161	GTOP-CA161	GTOP-CC251	GTOP-CC251	0.0058	0.9965
GTOP-CA161	GTOP-CA161	GTOP-CC291	GTOP-CC291	0.0067	0.9551
GTOP-CA161	GTOP-CA161	GTOP-CC311	GTOP-CC311	0.006	0.9877
GTOP-CA161	GTOP-CA161	GTOP-CD021	GTOP-CD021	9e-04	1
GTOP-CA161	GTOP-CA161	GTOP-CD121	GTOP-CD121	0.0049	0.9773
GTOP-CA161	GTOP-CA161	GTOP-CE111	GTOP-CE111	0.0055	0.9925
GTOP-CA161	GTOP-CA161	GTOP-CE131	GTOP-CE131	0.0037	1
GTOP-CA161	GTOP-CA161	GTOP-CE141	GTOP-CE141	0.005	1
GTOP-CA161	GTOP-CA161	GTOP-CE161	GTOP-CE161	0.0061	1
GTOP-CA161	GTOP-CA161	GTOP-CF011	GTOP-CF011	0.0075	0.9877
GTOP-CA161	GTOP-CA161	GTOP-CF051	GTOP-CF051	0.0068	0.9788
GTOP-CA161	GTOP-CA161	GTOP-CF121	GTOP-CF121	0.0077	0.9697
GTOP-CA161	GTOP-CA161	GTOP-CF201	GTOP-CF201	0.0066	0.9949
GTOP-CA161	GTOP-CA161	GTOP-CF221	GTOP-CF221	0.0078	0.9915
GTOP-CA161	GTOP-CA161	GTOP-CF241	GTOP-CF241	0.0076	0.9867
GTOP-CA161	GTOP-CA161	GTOP-CF242	GTOP-CF242	-0.0021	1
GTOP-CA161	GTOP-CA161	GTOP-CF301	GTOP-CF301	0.0068	0.9891
GTOP-CA161	GTOP-CA161	GTOP-CG041	GTOP-CG041	0.0046	1
GTOP-CA161	GTOP-CA161	GTOP-CG061	GTOP-CG061	0.005	1
GTOP-CA161	GTOP-CA161	GTOP-CG071	GTOP-CG071	0.0077	0.9949
GTOP-CA161	GTOP-CA161	GTOP-CG091	GTOP-CG091	0.0052	1
GTOP-CA161	GTOP-CA161	GTOP-CG111	GTOP-CG111	0.0062	0.9845
GTOP-CA171	GTOP-CA171	GTOP-CB281	GTOP-CB281	0.0045	0.9925
GTOP-CA171	GTOP-CA171	GTOP-CC031	GTOP-CC031	0.0032	1
GTOP-CA171	GTOP-CA171	GTOP-CC041	GTOP-CC041	0.0034	1
GTOP-CA171	GTOP-CA171	GTOP-CC061	GTOP-CC061	0.003	1
GTOP-CA171	GTOP-CA171	GTOP-CC121	GTOP-CC121	0.0055	1
GTOP-CA171	GTOP-CA171	GTOP-CC131	GTOP-CC131	0.0025	1
GTOP-CA171	GTOP-CA171	GTOP-CC141	GTOP-CC141	0.0014	1
GTOP-CA171	GTOP-CA171	GTOP-CC201	GTOP-CC201	0.0057	1
GTOP-CA171	GTOP-CA171	GTOP-CC231	GTOP-CC231	0.0047	1
GTOP-CA171	GTOP-CA171	GTOP-CC241	GTOP-CC241	0.0047	0.9982
GTOP-CA171	GTOP-CA171	GTOP-CC251	GTOP-CC251	0.0046	1
GTOP-CA171	GTOP-CA171	GTOP-CC291	GTOP-CC291	0.0052	1
GTOP-CA171	GTOP-CA171	GTOP-CC311	GTOP-CC311	0.0043	1
GTOP-CA171	GTOP-CA171	GTOP-CD021	GTOP-CD021	0.0024	1
GTOP-CA171	GTOP-CA171	GTOP-CD121	GTOP-CD121	0.0033	1
GTOP-CA171	GTOP-CA171	GTOP-CE111	GTOP-CE111	0.0017	1
GTOP-CA171	GTOP-CA171	GTOP-CE131	GTOP-CE131	0	1
GTOP-CA171	GTOP-CA171	GTOP-CE141	GTOP-CE141	0.007	1
GTOP-CA171	GTOP-CA171	GTOP-CE161	GTOP-CE161	0.0047	1
GTOP-CA171	GTOP-CA171	GTOP-CF011	GTOP-CF011	0.0069	1
GTOP-CA171	GTOP-CA171	GTOP-CF051	GTOP-CF051	0.0049	1
GTOP-CA171	GTOP-CA171	GTOP-CF121	GTOP-CF121	0.0032	1
GTOP-CA171	GTOP-CA171	GTOP-CF201	GTOP-CF201	0.0035	1
GTOP-CA171	GTOP-CA171	GTOP-CF221	GTOP-CF221	0.0056	0.9916
GTOP-CA171	GTOP-CA171	GTOP-CF241	GTOP-CF241	0.0064	1
GTOP-CA171	GTOP-CA171	GTOP-CF242	GTOP-CF242	1e-04	1
GTOP-CA171	GTOP-CA171	GTOP-CF301	GTOP-CF301	0.005	1
GTOP-CA171	GTOP-CA171	GTOP-CG041	GTOP-CG041	0.0053	1
GTOP-CA171	GTOP-CA171	GTOP-CG061	GTOP-CG061	0.0057	0.977
GTOP-CA171	GTOP-CA171	GTOP-CG071	GTOP-CG071	0.0088	0.9827
GTOP-CA171	GTOP-CA171	GTOP-CG091	GTOP-CG091	0.003	1
GTOP-CA171	GTOP-CA171	GTOP-CG111	GTOP-CG111	0.0065	1
GTOP-CA181	GTOP-CA181	GTOP-CB281	GTOP-CB281	-0.0077	1
GTOP-CA181	GTOP-CA181	GTOP-CC031	GTOP-CC031	-0.008	0.985
GTOP-CA181	GTOP-CA181	GTOP-CC041	GTOP-CC041	-0.0098	1
GTOP-CA181	GTOP-CA181	GTOP-CC061	GTOP-CC061	-0.0108	1
GTOP-CA181	GTOP-CA181	GTOP-CC121	GTOP-CC121	-0.0036	1
GTOP-CA181	GTOP-CA181	GTOP-CC131	GTOP-CC131	-0.0079	1
GTOP-CA181	GTOP-CA181	GTOP-CC141	GTOP-CC141	-0.0099	1
GTOP-CA181	GTOP-CA181	GTOP-CC201	GTOP-CC201	-0.0059	1
GTOP-CA181	GTOP-CA181	GTOP-CC231	GTOP-CC231	-0.0045	1
GTOP-CA181	GTOP-CA181	GTOP-CC241	GTOP-CC241	-0.003	1
GTOP-CA181	GTOP-CA181	GTOP-CC251	GTOP-CC251	-0.0084	1
GTOP-CA181	GTOP-CA181	GTOP-CC291	GTOP-CC291	-0.004	1
GTOP-CA181	GTOP-CA181	GTOP-CC311	GTOP-CC311	-0.0073	1
GTOP-CA181	GTOP-CA181	GTOP-CD021	GTOP-CD021	-0.0051	1
GTOP-CA181	GTOP-CA181	GTOP-CD121	GTOP-CD121	-0.0053	1
GTOP-CA181	GTOP-CA181	GTOP-CE111	GTOP-CE111	-0.0074	1
GTOP-CA181	GTOP-CA181	GTOP-CE131	GTOP-CE131	-0.0077	1
GTOP-CA181	GTOP-CA181	GTOP-CE141	GTOP-CE141	-0.0037	1
GTOP-CA181	GTOP-CA181	GTOP-CE161	GTOP-CE161	-0.003	1
GTOP-CA181	GTOP-CA181	GTOP-CF011	GTOP-CF011	-0.0034	1
GTOP-CA181	GTOP-CA181	GTOP-CF051	GTOP-CF051	-0.0041	1
GTOP-CA181	GTOP-CA181	GTOP-CF121	GTOP-CF121	-0.004	1
GTOP-CA181	GTOP-CA181	GTOP-CF201	GTOP-CF201	-0.0043	1
GTOP-CA181	GTOP-CA181	GTOP-CF221	GTOP-CF221	-0.0085	1
GTOP-CA181	GTOP-CA181	GTOP-CF241	GTOP-CF241	-0.0045	1
GTOP-CA181	GTOP-CA181	GTOP-CF242	GTOP-CF242	-0.0063	1
GTOP-CA181	GTOP-CA181	GTOP-CF301	GTOP-CF301	-0.0036	1
GTOP-CA181	GTOP-CA181	GTOP-CG041	GTOP-CG041	-0.002	1
GTOP-CA181	GTOP-CA181	GTOP-CG061	GTOP-CG061	-0.0081	1
GTOP-CA181	GTOP-CA181	GTOP-CG071	GTOP-CG071	-0.0046	1
GTOP-CA181	GTOP-CA181	GTOP-CG091	GTOP-CG091	-0.0083	1
GTOP-CA181	GTOP-CA181	GTOP-CG111	GTOP-CG111	-0.0045	1
GTOP-CA231	GTOP-CA231	GTOP-CB281	GTOP-CB281	8e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CC031	GTOP-CC031	-0.0044	1
GTOP-CA231	GTOP-CA231	GTOP-CC041	GTOP-CC041	-8e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CC061	GTOP-CC061	-0.0017	1
GTOP-CA231	GTOP-CA231	GTOP-CC121	GTOP-CC121	0.0021	1
GTOP-CA231	GTOP-CA231	GTOP-CC131	GTOP-CC131	-0.0028	1
GTOP-CA231	GTOP-CA231	GTOP-CC141	GTOP-CC141	-0.0026	1
GTOP-CA231	GTOP-CA231	GTOP-CC201	GTOP-CC201	4e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CC231	GTOP-CC231	0.0026	1
GTOP-CA231	GTOP-CA231	GTOP-CC241	GTOP-CC241	0.0015	1
GTOP-CA231	GTOP-CA231	GTOP-CC251	GTOP-CC251	-3e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CC291	GTOP-CC291	0.0023	1
GTOP-CA231	GTOP-CA231	GTOP-CC311	GTOP-CC311	8e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CD021	GTOP-CD021	2e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CD121	GTOP-CD121	0.0031	1
GTOP-CA231	GTOP-CA231	GTOP-CE111	GTOP-CE111	-3e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CE131	GTOP-CE131	7e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CE141	GTOP-CE141	3e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CE161	GTOP-CE161	0.0028	0.9841
GTOP-CA231	GTOP-CA231	GTOP-CF011	GTOP-CF011	0.0059	0.9913
GTOP-CA231	GTOP-CA231	GTOP-CF051	GTOP-CF051	0.007	1
GTOP-CA231	GTOP-CA231	GTOP-CF121	GTOP-CF121	-6e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CF201	GTOP-CF201	6e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CF221	GTOP-CF221	-1e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CF241	GTOP-CF241	0.0035	1
GTOP-CA231	GTOP-CA231	GTOP-CF242	GTOP-CF242	2e-04	1
GTOP-CA231	GTOP-CA231	GTOP-CF301	GTOP-CF301	0.0011	1
GTOP-CA231	GTOP-CA231	GTOP-CG041	GTOP-CG041	0.0044	1
GTOP-CA231	GTOP-CA231	GTOP-CG061	GTOP-CG061	-0.0022	1
GTOP-CA231	GTOP-CA231	GTOP-CG071	GTOP-CG071	0.0025	1
GTOP-CA231	GTOP-CA231	GTOP-CG091	GTOP-CG091	-0.0037	1
GTOP-CA231	GTOP-CA231	GTOP-CG111	GTOP-CG111	0.0064	0.9744
GTOP-CA241	GTOP-CA241	GTOP-CB281	GTOP-CB281	0.0051	0.9746
GTOP-CA241	GTOP-CA241	GTOP-CC031	GTOP-CC031	0.0035	0.992
GTOP-CA241	GTOP-CA241	GTOP-CC041	GTOP-CC041	0.0015	1
GTOP-CA241	GTOP-CA241	GTOP-CC061	GTOP-CC061	0.0016	1
GTOP-CA241	GTOP-CA241	GTOP-CC121	GTOP-CC121	0.0066	0.9873
GTOP-CA241	GTOP-CA241	GTOP-CC131	GTOP-CC131	0.0032	1
GTOP-CA241	GTOP-CA241	GTOP-CC141	GTOP-CC141	0.0014	1
GTOP-CA241	GTOP-CA241	GTOP-CC201	GTOP-CC201	0.0043	1
GTOP-CA241	GTOP-CA241	GTOP-CC231	GTOP-CC231	0.0043	1
GTOP-CA241	GTOP-CA241	GTOP-CC241	GTOP-CC241	0.002	1
GTOP-CA241	GTOP-CA241	GTOP-CC251	GTOP-CC251	0.006	0.9832
GTOP-CA241	GTOP-CA241	GTOP-CC291	GTOP-CC291	0.006	1
GTOP-CA241	GTOP-CA241	GTOP-CC311	GTOP-CC311	0.0046	1
GTOP-CA241	GTOP-CA241	GTOP-CD021	GTOP-CD021	0.0023	0.9949
GTOP-CA241	GTOP-CA241	GTOP-CD121	GTOP-CD121	0.0052	1
GTOP-CA241	GTOP-CA241	GTOP-CE111	GTOP-CE111	0.0044	1
GTOP-CA241	GTOP-CA241	GTOP-CE131	GTOP-CE131	0.0049	1
GTOP-CA241	GTOP-CA241	GTOP-CE141	GTOP-CE141	0.0085	1
GTOP-CA241	GTOP-CA241	GTOP-CE161	GTOP-CE161	0.0051	0.9935
GTOP-CA241	GTOP-CA241	GTOP-CF011	GTOP-CF011	0.0072	1
GTOP-CA241	GTOP-CA241	GTOP-CF051	GTOP-CF051	0.0055	0.9869
GTOP-CA241	GTOP-CA241	GTOP-CF121	GTOP-CF121	0.0067	0.9884
GTOP-CA241	GTOP-CA241	GTOP-CF201	GTOP-CF201	0.0059	0.9851
GTOP-CA241	GTOP-CA241	GTOP-CF221	GTOP-CF221	0.0042	0.9897
GTOP-CA241	GTOP-CA241	GTOP-CF241	GTOP-CF241	0.0082	1
GTOP-CA241	GTOP-CA241	GTOP-CF242	GTOP-CF242	-0.0017	1
GTOP-CA241	GTOP-CA241	GTOP-CF301	GTOP-CF301	0.0046	1
GTOP-CA241	GTOP-CA241	GTOP-CG041	GTOP-CG041	0.0064	1
GTOP-CA241	GTOP-CA241	GTOP-CG061	GTOP-CG061	0.0035	0.9949
GTOP-CA241	GTOP-CA241	GTOP-CG071	GTOP-CG071	0.0071	0.9918
GTOP-CA241	GTOP-CA241	GTOP-CG091	GTOP-CG091	0.0023	1
GTOP-CA241	GTOP-CA241	GTOP-CG111	GTOP-CG111	0.0059	1
GTOP-CB051	GTOP-CB051	GTOP-CB281	GTOP-CB281	0.006	0.972
GTOP-CB051	GTOP-CB051	GTOP-CC031	GTOP-CC031	2e-04	0.9951
GTOP-CB051	GTOP-CB051	GTOP-CC041	GTOP-CC041	0.0035	1
GTOP-CB051	GTOP-CB051	GTOP-CC061	GTOP-CC061	0.0029	0.9856
GTOP-CB051	GTOP-CB051	GTOP-CC121	GTOP-CC121	0.0054	1
GTOP-CB051	GTOP-CB051	GTOP-CC131	GTOP-CC131	8e-04	1
GTOP-CB051	GTOP-CB051	GTOP-CC141	GTOP-CC141	-1e-04	1
GTOP-CB051	GTOP-CB051	GTOP-CC201	GTOP-CC201	0.0038	1
GTOP-CB051	GTOP-CB051	GTOP-CC231	GTOP-CC231	0.0049	1
GTOP-CB051	GTOP-CB051	GTOP-CC241	GTOP-CC241	0.0041	1
GTOP-CB051	GTOP-CB051	GTOP-CC251	GTOP-CC251	0.0023	1
GTOP-CB051	GTOP-CB051	GTOP-CC291	GTOP-CC291	0.0073	1
GTOP-CB051	GTOP-CB051	GTOP-CC311	GTOP-CC311	0.004	1
GTOP-CB051	GTOP-CB051	GTOP-CD021	GTOP-CD021	1e-04	1
GTOP-CB051	GTOP-CB051	GTOP-CD121	GTOP-CD121	0.0061	0.9936
GTOP-CB051	GTOP-CB051	GTOP-CE111	GTOP-CE111	0.0061	0.9504
GTOP-CB051	GTOP-CB051	GTOP-CE131	GTOP-CE131	0.0028	1
GTOP-CB051	GTOP-CB051	GTOP-CE141	GTOP-CE141	0.0078	0.9901
GTOP-CB051	GTOP-CB051	GTOP-CE161	GTOP-CE161	0.0026	1
GTOP-CB051	GTOP-CB051	GTOP-CF011	GTOP-CF011	0.0081	0.9912
GTOP-CB051	GTOP-CB051	GTOP-CF051	GTOP-CF051	0.0051	0.9898
GTOP-CB051	GTOP-CB051	GTOP-CF121	GTOP-CF121	0.0054	0.9854
GTOP-CB051	GTOP-CB051	GTOP-CF201	GTOP-CF201	0.0049	0.9911
GTOP-CB051	GTOP-CB051	GTOP-CF221	GTOP-CF221	0.004	0.9854
GTOP-CB051	GTOP-CB051	GTOP-CF241	GTOP-CF241	0.0044	1
GTOP-CB051	GTOP-CB051	GTOP-CF242	GTOP-CF242	-8e-04	1
GTOP-CB051	GTOP-CB051	GTOP-CF301	GTOP-CF301	0.0053	0.9888
GTOP-CB051	GTOP-CB051	GTOP-CG041	GTOP-CG041	0.0046	1
GTOP-CB051	GTOP-CB051	GTOP-CG061	GTOP-CG061	0.0017	0.9898
GTOP-CB051	GTOP-CB051	GTOP-CG071	GTOP-CG071	0.0076	0.9676
GTOP-CB051	GTOP-CB051	GTOP-CG091	GTOP-CG091	0.0038	0.9905
GTOP-CB051	GTOP-CB051	GTOP-CG111	GTOP-CG111	0.0081	0.9793
GTOP-CB052	GTOP-CB052	GTOP-CB281	GTOP-CB281	0.0037	0.9861
GTOP-CB052	GTOP-CB052	GTOP-CC031	GTOP-CC031	0.0032	0.9876
GTOP-CB052	GTOP-CB052	GTOP-CC041	GTOP-CC041	0.0024	1
GTOP-CB052	GTOP-CB052	GTOP-CC061	GTOP-CC061	0.0035	1
GTOP-CB052	GTOP-CB052	GTOP-CC121	GTOP-CC121	0.0048	1
GTOP-CB052	GTOP-CB052	GTOP-CC131	GTOP-CC131	0.0028	1
GTOP-CB052	GTOP-CB052	GTOP-CC141	GTOP-CC141	0.0023	1
GTOP-CB052	GTOP-CB052	GTOP-CC201	GTOP-CC201	0.0031	1
GTOP-CB052	GTOP-CB052	GTOP-CC231	GTOP-CC231	0.0056	1
GTOP-CB052	GTOP-CB052	GTOP-CC241	GTOP-CC241	0.0011	1
GTOP-CB052	GTOP-CB052	GTOP-CC251	GTOP-CC251	0.0048	1
GTOP-CB052	GTOP-CB052	GTOP-CC291	GTOP-CC291	0.0065	0.9851
GTOP-CB052	GTOP-CB052	GTOP-CC311	GTOP-CC311	0.0057	1
GTOP-CB052	GTOP-CB052	GTOP-CD021	GTOP-CD021	8e-04	1
GTOP-CB052	GTOP-CB052	GTOP-CD121	GTOP-CD121	0.0058	0.9914
GTOP-CB052	GTOP-CB052	GTOP-CE111	GTOP-CE111	0.0029	1
GTOP-CB052	GTOP-CB052	GTOP-CE131	GTOP-CE131	0.0023	1
GTOP-CB052	GTOP-CB052	GTOP-CE141	GTOP-CE141	0.008	1
GTOP-CB052	GTOP-CB052	GTOP-CE161	GTOP-CE161	0.0027	1
GTOP-CB052	GTOP-CB052	GTOP-CF011	GTOP-CF011	0.0076	0.9959
GTOP-CB052	GTOP-CB052	GTOP-CF051	GTOP-CF051	0.007	0.9769
GTOP-CB052	GTOP-CB052	GTOP-CF121	GTOP-CF121	0.0053	0.9943
GTOP-CB052	GTOP-CB052	GTOP-CF201	GTOP-CF201	0.0035	1
GTOP-CB052	GTOP-CB052	GTOP-CF221	GTOP-CF221	0.003	1
GTOP-CB052	GTOP-CB052	GTOP-CF241	GTOP-CF241	0.0076	0.9872
GTOP-CB052	GTOP-CB052	GTOP-CF242	GTOP-CF242	-0.002	1
GTOP-CB052	GTOP-CB052	GTOP-CF301	GTOP-CF301	0.0053	0.9866
GTOP-CB052	GTOP-CB052	GTOP-CG041	GTOP-CG041	0.0047	1
GTOP-CB052	GTOP-CB052	GTOP-CG061	GTOP-CG061	0.0033	1
GTOP-CB052	GTOP-CB052	GTOP-CG071	GTOP-CG071	0.0078	0.9842
GTOP-CB052	GTOP-CB052	GTOP-CG091	GTOP-CG091	0.0037	1
GTOP-CB052	GTOP-CB052	GTOP-CG111	GTOP-CG111	0.0065	0.9893
GTOP-CB121	GTOP-CB121	GTOP-CB281	GTOP-CB281	0.0032	0.9826
GTOP-CB121	GTOP-CB121	GTOP-CC031	GTOP-CC031	0.0075	0.9872
GTOP-CB121	GTOP-CB121	GTOP-CC041	GTOP-CC041	0.0014	1
GTOP-CB121	GTOP-CB121	GTOP-CC061	GTOP-CC061	0.0067	0.9872
GTOP-CB121	GTOP-CB121	GTOP-CC121	GTOP-CC121	0.0044	0.979
GTOP-CB121	GTOP-CB121	GTOP-CC131	GTOP-CC131	7e-04	1
GTOP-CB121	GTOP-CB121	GTOP-CC141	GTOP-CC141	0.0044	1
GTOP-CB121	GTOP-CB121	GTOP-CC201	GTOP-CC201	0.0039	0.9932
GTOP-CB121	GTOP-CB121	GTOP-CC231	GTOP-CC231	0.0037	1
GTOP-CB121	GTOP-CB121	GTOP-CC241	GTOP-CC241	0.0027	0.9875
GTOP-CB121	GTOP-CB121	GTOP-CC251	GTOP-CC251	0.0085	0.9881
GTOP-CB121	GTOP-CB121	GTOP-CC291	GTOP-CC291	0.0062	0.9836
GTOP-CB121	GTOP-CB121	GTOP-CC311	GTOP-CC311	0.0061	0.9893
GTOP-CB121	GTOP-CB121	GTOP-CD021	GTOP-CD021	9e-04	0.992
GTOP-CB121	GTOP-CB121	GTOP-CD121	GTOP-CD121	0.0025	1
GTOP-CB121	GTOP-CB121	GTOP-CE111	GTOP-CE111	0.0061	0.986
GTOP-CB121	GTOP-CB121	GTOP-CE131	GTOP-CE131	0.0019	1
GTOP-CB121	GTOP-CB121	GTOP-CE141	GTOP-CE141	0.0069	1
GTOP-CB121	GTOP-CB121	GTOP-CE161	GTOP-CE161	0.0077	0.9893
GTOP-CB121	GTOP-CB121	GTOP-CF011	GTOP-CF011	0.0063	1
GTOP-CB121	GTOP-CB121	GTOP-CF051	GTOP-CF051	0.0042	1
GTOP-CB121	GTOP-CB121	GTOP-CF121	GTOP-CF121	0.0056	0.9847
GTOP-CB121	GTOP-CB121	GTOP-CF201	GTOP-CF201	0.0062	1
GTOP-CB121	GTOP-CB121	GTOP-CF221	GTOP-CF221	0.0057	0.9807
GTOP-CB121	GTOP-CB121	GTOP-CF241	GTOP-CF241	0.0062	0.9886
GTOP-CB121	GTOP-CB121	GTOP-CF242	GTOP-CF242	-0.0037	1
GTOP-CB121	GTOP-CB121	GTOP-CF301	GTOP-CF301	0.0058	1
GTOP-CB121	GTOP-CB121	GTOP-CG041	GTOP-CG041	0.0046	1
