gene	gene_id	module_MEnumber	module_Color
998	ENST00000231137.6	ME2	blue
999	ENST00000231173.6	ME2	blue
1000	ENST00000231198.12	ME2	blue
1001	ENST00000231238.10	ME3	brown
1004	ENST00000231368.10	ME4	yellow
1005	ENST00000231461.10	ME5	green
1006	ENST00000231484.4	ME22	darkgreen
1009	ENST00000231512.5	ME5	green
1010	ENST00000231524.14	ME5	green
1012	ENST00000231572.8	ME15	midnightblue
1014	ENST00000231706.6	ME1	turquoise
1015	ENST00000231721.7	ME22	darkgreen
1018	ENST00000231790.8	ME3	brown
1019	ENST00000231887.8	ME4	yellow
1020	ENST00000231948.9	ME15	midnightblue
1021	ENST00000232014.8	ME2	blue
1023	ENST00000232375.8	ME2	blue
1024	ENST00000232424.4	ME2	blue
1026	ENST00000232496.5	ME5	green
1027	ENST00000232501.8	ME4	yellow
1029	ENST00000232564.8	ME2	blue
1030	ENST00000232607.7	ME1	turquoise
1032	ENST00000232766.6	ME5	green
1033	ENST00000232854.9	ME1	turquoise
1034	ENST00000232888.7	ME2	blue
1035	ENST00000232892.12	ME31	paleturquoise
1036	ENST00000232905.4	ME4	yellow
1037	ENST00000232974.11	ME16	lightcyan
1038	ENST00000232975.8	ME6	red
1040	ENST00000233025.11	ME15	midnightblue
1041	ENST00000233027.10	ME5	green
1042	ENST00000233047.9	ME4	yellow
1043	ENST00000233055.9	ME10	purple
1044	ENST00000233057.9	ME10	purple
1046	ENST00000233078.9	ME15	midnightblue
1049	ENST00000233099.6	ME5	green
1050	ENST00000233114.13	ME4	yellow
1051	ENST00000233121.7	ME4	yellow
1054	ENST00000233154.9	ME5	green
1055	ENST00000233156.9	ME10	purple
1056	ENST00000233190.11	ME4	yellow
1058	ENST00000233242.5	ME16	lightcyan
1059	ENST00000233330.6	ME2	blue
1060	ENST00000233331.12	ME10	purple
1061	ENST00000233336.7	ME5	green
1062	ENST00000233379.9	ME1	turquoise
1063	ENST00000233468.5	ME5	green
1064	ENST00000233535.9	ME4	yellow
1066	ENST00000233557.7	ME5	green
1067	ENST00000233573.6	ME2	blue
1068	ENST00000233575.7	ME5	green
1069	ENST00000233596.8	ME14	cyan
1071	ENST00000233609.8	ME5	green
1074	ENST00000233623.11	ME2	blue
1075	ENST00000233627.14	ME4	yellow
1077	ENST00000233668.10	ME2	blue
1081	ENST00000233813.5	ME2	blue
1082	ENST00000233826.4	ME1	turquoise
1083	ENST00000233836.5	ME2	blue
1084	ENST00000233838.9	ME2	blue
1085	ENST00000233893.10	ME4	yellow
1086	ENST00000233948.4	ME4	yellow
1092	ENST00000234091.8	ME2	blue
1093	ENST00000234111.9	ME5	green
1094	ENST00000234115.10	ME5	green
1095	ENST00000234142.9	ME16	lightcyan
1096	ENST00000234160.5	ME15	midnightblue
1097	ENST00000234170.10	ME5	green
1098	ENST00000234179.8	ME2	blue
1099	ENST00000234256.4	ME2	blue
1100	ENST00000234296.7	ME4	yellow
1102	ENST00000234310.8	ME5	green
1103	ENST00000234313.8	ME2	blue
1106	ENST00000234420.11	ME15	midnightblue
1107	ENST00000234453.10	ME5	green
1108	ENST00000234454.6	ME5	green
1110	ENST00000234590.10	ME2	blue
1111	ENST00000234626.11	ME2	blue
1112	ENST00000234668.6	ME4	yellow
1113	ENST00000234677.7	ME5	green
1115	ENST00000234816.7	ME2	blue
1116	ENST00000234827.6	ME5	green
1117	ENST00000234831.10	ME5	green
1118	ENST00000234875.9	ME2	blue
1119	ENST00000235090.10	ME5	green
1120	ENST00000235150.5	ME5	green
1121	ENST00000235307.7	ME5	green
1122	ENST00000235329.10	ME4	yellow
1124	ENST00000235345.6	ME1	turquoise
1125	ENST00000235372.11	ME1	turquoise
1126	ENST00000235382.7	ME2	blue
1127	ENST00000235453.8	ME5	green
1128	ENST00000235521.5	ME2	blue
1129	ENST00000235532.9	ME2	blue
1130	ENST00000235628.2	ME4	yellow
1131	ENST00000235790.9	ME3	brown
1132	ENST00000235835.8	ME5	green
1135	ENST00000236040.8	ME1	turquoise
1136	ENST00000236051.3	ME2	blue
1137	ENST00000236067.8	ME4	yellow
1139	ENST00000236147.6	ME2	blue
1140	ENST00000236192.12	ME2	blue
1143	ENST00000236412.11	ME2	blue
1144	ENST00000236671.7	ME5	green
1146	ENST00000236850.5	ME7	black
1147	ENST00000236925.9	ME5	green
1148	ENST00000236937.13	ME2	blue
1149	ENST00000236957.9	ME4	yellow
1150	ENST00000236959.14	ME2	blue
1151	ENST00000236980.10	ME4	yellow
1154	ENST00000237172.12	ME4	yellow
1156	ENST00000237264.9	ME1	turquoise
1157	ENST00000237281.5	ME5	green
1160	ENST00000237316.3	ME2	blue
1161	ENST00000237380.12	ME1	turquoise
1162	ENST00000237455.5	ME5	green
1163	ENST00000237500.10	ME12	tan
1165	ENST00000237530.11	ME2	blue
1166	ENST00000237536.9	ME5	green
1167	ENST00000237596.7	ME2	blue
1170	ENST00000237642.7	ME4	yellow
1171	ENST00000237654.9	ME5	green
1172	ENST00000237696.10	ME2	blue
1173	ENST00000237724.9	ME24	darkgrey
1174	ENST00000237822.8	ME2	blue
1175	ENST00000237853.9	ME2	blue
1176	ENST00000237858.11	ME4	yellow
1177	ENST00000237889.9	ME4	yellow
1178	ENST00000238044.8	ME2	blue
1179	ENST00000238081.8	ME5	green
1181	ENST00000238112.8	ME5	green
1182	ENST00000238138.2	ME1	turquoise
1183	ENST00000238146.9	ME2	blue
1184	ENST00000238156.8	ME15	midnightblue
1185	ENST00000238181.11	ME4	yellow
1187	ENST00000238379.9	ME5	green
1188	ENST00000238477.5	ME2	blue
1189	ENST00000238497.10	ME2	blue
1190	ENST00000238558.5	ME1	turquoise
1192	ENST00000238609.4	ME20	royalblue
1193	ENST00000238616.10	ME1	turquoise
1195	ENST00000238647.5	ME2	blue
1198	ENST00000238682.8	ME2	blue
1200	ENST00000238688.9	ME4	yellow
1201	ENST00000238714.8	ME5	green
1202	ENST00000238721.9	ME2	blue
1203	ENST00000238738.9	ME7	black
1204	ENST00000238788.14	ME2	blue
1205	ENST00000238789.10	ME1	turquoise
1206	ENST00000238823.13	ME4	yellow
1207	ENST00000238831.9	ME5	green
1208	ENST00000238856.8	ME2	blue
1209	ENST00000238875.10	ME5	green
1210	ENST00000238892.4	ME5	green
1211	ENST00000238936.8	ME2	blue
1212	ENST00000238961.9	ME21	darkred
1213	ENST00000238994.6	ME4	yellow
1214	ENST00000239007.11	ME2	blue
1215	ENST00000239117.3	ME3	brown
1217	ENST00000239165.9	ME2	blue
1218	ENST00000239223.4	ME2	blue
1219	ENST00000239231.7	ME5	green
1220	ENST00000239243.7	ME2	blue
1221	ENST00000239367.7	ME2	blue
1222	ENST00000239374.8	ME2	blue
1223	ENST00000239440.9	ME22	darkgreen
1225	ENST00000239446.6	ME2	blue
1226	ENST00000239449.7	ME2	blue
1227	ENST00000239450.4	ME2	blue
1228	ENST00000239451.7	ME1	turquoise
1229	ENST00000239461.11	ME2	blue
1232	ENST00000239666.9	ME15	midnightblue
1233	ENST00000239690.9	ME5	green
1235	ENST00000239852.10	ME3	brown
1236	ENST00000239878.9	ME2	blue
1238	ENST00000239891.4	ME10	purple
1240	ENST00000239906.10	ME5	green
1242	ENST00000239938.5	ME2	blue
1243	ENST00000239940.12	ME4	yellow
1244	ENST00000239944.7	ME2	blue
1245	ENST00000240050.9	ME4	yellow
1246	ENST00000240055.8	ME2	blue
1247	ENST00000240079.11	ME15	midnightblue
1250	ENST00000240100.7	ME14	cyan
1251	ENST00000240101.2	ME14	cyan
1252	ENST00000240123.12	ME2	blue
1253	ENST00000240139.10	ME4	yellow
1254	ENST00000240185.8	ME5	green
1255	ENST00000240285.10	ME5	green
1256	ENST00000240304.5	ME12	tan
1257	ENST00000240316.5	ME5	green
1261	ENST00000240499.8	ME1	turquoise
1262	ENST00000240587.5	ME2	blue
1264	ENST00000240617.10	ME5	green
1265	ENST00000240618.11	ME2	blue
1266	ENST00000240619.3	ME1	turquoise
1267	ENST00000240651.14	ME5	green
1268	ENST00000240662.3	ME4	yellow
1270	ENST00000240691.4	ME1	turquoise
1272	ENST00000240727.10	ME4	yellow
1274	ENST00000240851.9	ME15	midnightblue
1276	ENST00000240922.8	ME5	green
1277	ENST00000241014.6	ME2	blue
1279	ENST00000241051.8	ME2	blue
1281	ENST00000241069.11	ME8	pink
1282	ENST00000241125.4	ME4	yellow
1283	ENST00000241261.7	ME22	darkgreen
1284	ENST00000241305.4	ME2	blue
1285	ENST00000241337.9	ME4	yellow
1286	ENST00000241356.5	ME2	blue
1287	ENST00000241393.4	ME2	blue
1288	ENST00000241416.12	ME5	green
1289	ENST00000241436.9	ME1	turquoise
1292	ENST00000241502.9	ME5	green
1293	ENST00000241527.10	ME1	turquoise
1294	ENST00000241600.10	ME6	red
1295	ENST00000241704.8	ME5	green
1296	ENST00000242057.9	ME2	blue
1297	ENST00000242059.10	ME2	blue
1300	ENST00000242108.9	ME3	brown
1301	ENST00000242109.6	ME1	turquoise
1303	ENST00000242208.5	ME2	blue
1304	ENST00000242209.9	ME5	green
1305	ENST00000242248.10	ME20	royalblue
1306	ENST00000242249.8	ME22	darkgreen
1308	ENST00000242261.6	ME2	blue
1309	ENST00000242275.7	ME10	purple
1310	ENST00000242315.4	ME2	blue
1311	ENST00000242323.8	ME3	brown
1312	ENST00000242351.10	ME2	blue
1314	ENST00000242480.4	ME2	blue
1315	ENST00000242505.11	ME2	blue
1316	ENST00000242576.7	ME1	turquoise
1317	ENST00000242577.11	ME10	purple
1319	ENST00000242592.9	ME4	yellow
1321	ENST00000242719.4	ME5	green
1322	ENST00000242728.5	ME2	blue
1323	ENST00000242729.7	ME2	blue
1325	ENST00000242770.9	ME1	turquoise
1326	ENST00000242776.9	ME5	green
1327	ENST00000242783.11	ME5	green
1328	ENST00000242784.5	ME12	tan
1329	ENST00000242786.6	ME10	purple
1330	ENST00000242804.9	ME1	turquoise
1331	ENST00000242810.11	ME4	yellow
1332	ENST00000242827.11	ME2	blue
1334	ENST00000242848.8	ME21	darkred
1336	ENST00000243045.10	ME2	blue
1339	ENST00000243077.8	ME2	blue
1342	ENST00000243213.2	ME2	blue
1343	ENST00000243253.8	ME10	purple
1345	ENST00000243298.3	ME4	yellow
1346	ENST00000243300.14	ME2	blue
1347	ENST00000243325.6	ME1	turquoise
1348	ENST00000243326.9	ME5	green
1349	ENST00000243344.8	ME4	yellow
1350	ENST00000243346.10	ME10	purple
1352	ENST00000243349.13	ME14	cyan
1353	ENST00000243389.8	ME2	blue
1355	ENST00000243457.4	ME7	black
1357	ENST00000243501.10	ME5	green
1358	ENST00000243562.13	ME3	brown
1359	ENST00000243563.8	ME15	midnightblue
1360	ENST00000243578.8	ME2	blue
1363	ENST00000243644.9	ME21	darkred
1364	ENST00000243662.11	ME2	blue
1365	ENST00000243673.7	ME2	blue
1367	ENST00000243776.11	ME5	green
1370	ENST00000243878.9	ME2	blue
1372	ENST00000243903.6	ME2	blue
1373	ENST00000243918.10	ME5	green
1374	ENST00000243997.8	ME4	yellow
1375	ENST00000244007.7	ME5	green
1376	ENST00000244020.5	ME2	blue
1377	ENST00000244040.4	ME2	blue
1378	ENST00000244043.5	ME2	blue
1379	ENST00000244050.3	ME2	blue
1380	ENST00000244051.3	ME5	green
1381	ENST00000244061.6	ME5	green
1382	ENST00000244137.12	ME2	blue
1383	ENST00000244204.11	ME1	turquoise
1384	ENST00000244217.6	ME6	red
1385	ENST00000244221.9	ME4	yellow
1386	ENST00000244227.8	ME12	tan
1390	ENST00000244364.10	ME2	blue
1391	ENST00000244458.7	ME4	yellow
1392	ENST00000244496.6	ME12	tan
1393	ENST00000244519.7	ME2	blue
1394	ENST00000244520.10	ME6	red
1395	ENST00000244533.7	ME3	brown
1396	ENST00000244534.7	ME2	blue
1397	ENST00000244537.6	ME2	blue
1398	ENST00000244546.4	ME1	turquoise
1399	ENST00000244571.5	ME5	green
1401	ENST00000244576.9	ME2	blue
1402	ENST00000244669.3	ME4	yellow
1404	ENST00000244709.9	ME2	blue
1405	ENST00000244711.4	ME9	magenta
1406	ENST00000244728.10	ME2	blue
1407	ENST00000244741.10	ME2	blue
1408	ENST00000244745.4	ME2	blue
1409	ENST00000244751.7	ME4	yellow
1410	ENST00000244763.9	ME2	blue
1411	ENST00000244766.7	ME4	yellow
1414	ENST00000244777.6	ME1	turquoise
1415	ENST00000244815.9	ME1	turquoise
1416	ENST00000244820.2	ME1	turquoise
1418	ENST00000244926.4	ME7	black
1419	ENST00000245046.7	ME4	yellow
1421	ENST00000245157.11	ME4	yellow
1422	ENST00000245185.6	ME11	greenyellow
1423	ENST00000245206.10	ME4	yellow
1425	ENST00000245304.5	ME5	green
1427	ENST00000245414.9	ME1	turquoise
1428	ENST00000245451.9	ME2	blue
1429	ENST00000245457.6	ME2	blue
1431	ENST00000245479.3	ME2	blue
1432	ENST00000245539.11	ME4	yellow
1433	ENST00000245543.6	ME20	royalblue
1436	ENST00000245552.7	ME2	blue
1437	ENST00000245564.8	ME10	purple
1438	ENST00000245615.6	ME12	tan
1440	ENST00000245663.9	ME5	green
1441	ENST00000245680.7	ME5	green
1442	ENST00000245787.9	ME5	green
1443	ENST00000245796.11	ME1	turquoise
1444	ENST00000245811.6	ME3	brown
1445	ENST00000245812.8	ME4	yellow
1447	ENST00000245817.5	ME2	blue
1448	ENST00000245838.13	ME5	green
1450	ENST00000245907.11	ME2	blue
1452	ENST00000245925.8	ME4	yellow
1453	ENST00000245932.11	ME5	green
1455	ENST00000245960.10	ME2	blue
1456	ENST00000246006.5	ME22	darkgreen
1458	ENST00000246024.7	ME5	green
1460	ENST00000246069.12	ME1	turquoise
1461	ENST00000246070.3	ME2	blue
1462	ENST00000246071.8	ME5	green
1463	ENST00000246080.4	ME4	yellow
1466	ENST00000246117.9	ME5	green
1467	ENST00000246149.10	ME5	green
1468	ENST00000246151.9	ME5	green
1470	ENST00000246166.3	ME5	green
1473	ENST00000246190.11	ME4	yellow
1474	ENST00000246194.8	ME1	turquoise
1475	ENST00000246229.5	ME5	green
1476	ENST00000246337.9	ME5	green
1480	ENST00000246529.4	ME2	blue
1483	ENST00000246535.4	ME4	yellow
1484	ENST00000246548.9	ME2	blue
1488	ENST00000246672.4	ME2	blue
1489	ENST00000246747.9	ME15	midnightblue
1491	ENST00000246792.4	ME15	midnightblue
1493	ENST00000246801.8	ME2	blue
1495	ENST00000246841.3	ME1	turquoise
1496	ENST00000246868.7	ME15	midnightblue
1498	ENST00000246957.10	ME4	yellow
1500	ENST00000247003.9	ME2	blue
1501	ENST00000247005.8	ME2	blue
1502	ENST00000247020.9	ME2	blue
1503	ENST00000247026.10	ME5	green
1504	ENST00000247087.10	ME2	blue
1505	ENST00000247138.11	ME2	blue
1506	ENST00000247140.8	ME5	green
1508	ENST00000247161.8	ME5	green
1509	ENST00000247178.6	ME5	green
1510	ENST00000247191.7	ME28	skyblue
1511	ENST00000247194.9	ME2	blue
1512	ENST00000247207.7	ME20	royalblue
1513	ENST00000247225.7	ME2	blue
1514	ENST00000247226.13	ME1	turquoise
1516	ENST00000247291.8	ME22	darkgreen
1517	ENST00000247295.4	ME3	brown
1518	ENST00000247461.9	ME10	purple
1519	ENST00000247470.10	ME2	blue
1520	ENST00000247655.4	ME4	yellow
1521	ENST00000247665.12	ME4	yellow
1522	ENST00000247668.7	ME5	green
1523	ENST00000247706.4	ME5	green
1525	ENST00000247829.8	ME2	blue
1526	ENST00000247833.12	ME3	brown
1527	ENST00000247843.7	ME5	green
1528	ENST00000247866.9	ME4	yellow
1529	ENST00000247879.2	ME1	turquoise
1530	ENST00000247881.4	ME1	turquoise
1531	ENST00000247883.5	ME1	turquoise
1532	ENST00000247930.5	ME5	green
1533	ENST00000247933.9	ME2	blue
1534	ENST00000247956.11	ME5	green
1535	ENST00000247970.9	ME15	midnightblue
1536	ENST00000247977.9	ME5	green
1537	ENST00000248041.12	ME2	blue
1538	ENST00000248054.10	ME5	green
1539	ENST00000248070.10	ME6	red
1540	ENST00000248071.6	ME2	blue
1543	ENST00000248098.8	ME5	green
1545	ENST00000248114.7	ME5	green
1549	ENST00000248244.6	ME2	blue
1550	ENST00000248248.8	ME2	blue
1551	ENST00000248342.9	ME4	yellow
1552	ENST00000248378.6	ME4	yellow
1554	ENST00000248437.9	ME6	red
1555	ENST00000248444.10	ME9	magenta
1556	ENST00000248450.9	ME15	midnightblue
1557	ENST00000248451.7	ME4	yellow
1558	ENST00000248484.9	ME2	blue
1559	ENST00000248553.7	ME6	red
1560	ENST00000248564.6	ME22	darkgreen
1561	ENST00000248566.4	ME4	yellow
1563	ENST00000248598.6	ME2	blue
1565	ENST00000248633.9	ME4	yellow
1566	ENST00000248668.5	ME32	violet
1567	ENST00000248701.8	ME8	pink
1568	ENST00000248706.5	ME2	blue
1569	ENST00000248846.10	ME5	green
1570	ENST00000248879.8	ME4	yellow
1571	ENST00000248899.11	ME2	blue
1572	ENST00000248901.11	ME2	blue
1573	ENST00000248924.11	ME4	yellow
1574	ENST00000248929.14	ME5	green
1576	ENST00000248958.5	ME2	blue
1577	ENST00000248975.6	ME2	blue
1578	ENST00000249014.5	ME12	tan
1580	ENST00000249042.8	ME4	yellow
1581	ENST00000249064.9	ME5	green
1583	ENST00000249075.4	ME2	blue
1584	ENST00000249116.7	ME1	turquoise
1586	ENST00000249269.9	ME6	red
1588	ENST00000249289.5	ME5	green
1589	ENST00000249299.7	ME2	blue
1590	ENST00000249344.7	ME4	yellow
1591	ENST00000249356.4	ME5	green
1592	ENST00000249363.4	ME1	turquoise
1594	ENST00000249373.8	ME2	blue
1596	ENST00000249396.12	ME4	yellow
1597	ENST00000249442.11	ME4	yellow
1599	ENST00000249636.11	ME2	blue
1600	ENST00000249647.8	ME12	tan
1601	ENST00000249700.9	ME2	blue
1602	ENST00000249749.7	ME4	yellow
1603	ENST00000249750.9	ME2	blue
1605	ENST00000249786.9	ME5	green
1606	ENST00000249806.11	ME2	blue
1607	ENST00000249822.9	ME5	green
1608	ENST00000249837.7	ME5	green
1609	ENST00000249842.8	ME2	blue
1610	ENST00000249861.9	ME4	yellow
1611	ENST00000249883.10	ME2	blue
1612	ENST00000249887.3	ME2	blue
1613	ENST00000249910.5	ME3	brown
1614	ENST00000249923.7	ME5	green
1615	ENST00000250018.6	ME1	turquoise
1619	ENST00000250092.11	ME11	greenyellow
1620	ENST00000250101.10	ME5	green
1622	ENST00000250113.12	ME4	yellow
1623	ENST00000250124.11	ME15	midnightblue
1624	ENST00000250160.11	ME2	blue
1625	ENST00000250237.10	ME5	green
1626	ENST00000250241.12	ME13	salmon
1627	ENST00000250263.8	ME2	blue
1628	ENST00000250340.9	ME2	blue
1629	ENST00000250360.8	ME2	blue
1633	ENST00000250405.10	ME5	green
1635	ENST00000250454.8	ME10	purple
1636	ENST00000250457.9	ME4	yellow
1637	ENST00000250489.9	ME5	green
1638	ENST00000250495.10	ME6	red
1639	ENST00000250498.9	ME2	blue
1640	ENST00000250535.5	ME2	blue
1641	ENST00000250559.14	ME1	turquoise
1642	ENST00000250617.7	ME2	blue
1647	ENST00000250916.6	ME2	blue
1648	ENST00000250930.7	ME12	tan
1649	ENST00000250974.9	ME3	brown
1650	ENST00000251020.9	ME2	blue
1651	ENST00000251038.10	ME1	turquoise
1652	ENST00000251047.6	ME5	green
1653	ENST00000251074.5	ME15	midnightblue
1654	ENST00000251076.9	ME2	blue
1658	ENST00000251108.10	ME5	green
1660	ENST00000251166.9	ME2	blue
1661	ENST00000251170.12	ME3	brown
1662	ENST00000251181.8	ME2	blue
1663	ENST00000251195.9	ME1	turquoise
1664	ENST00000251241.9	ME2	blue
1665	ENST00000251268.11	ME5	green
1668	ENST00000251296.4	ME2	blue
1669	ENST00000251334.7	ME5	green
1670	ENST00000251363.10	ME2	blue
1672	ENST00000251376.7	ME2	blue
1674	ENST00000251412.8	ME2	blue
1675	ENST00000251413.8	ME4	yellow
1676	ENST00000251453.8	ME15	midnightblue
1677	ENST00000251473.9	ME2	blue
1679	ENST00000251496.7	ME28	skyblue
1680	ENST00000251507.8	ME4	yellow
1681	ENST00000251527.10	ME2	blue
1682	ENST00000251546.8	ME2	blue
1683	ENST00000251547.10	ME1	turquoise
1684	ENST00000251582.12	ME2	blue
1685	ENST00000251588.7	ME6	red
1689	ENST00000251636.10	ME5	green
1690	ENST00000251642.8	ME2	blue
1691	ENST00000251654.9	ME4	yellow
1692	ENST00000251691.5	ME5	green
1694	ENST00000251775.9	ME10	purple
1696	ENST00000251810.8	ME5	green
1697	ENST00000251822.7	ME5	green
1698	ENST00000251849.9	ME4	yellow
1699	ENST00000251871.9	ME1	turquoise
1700	ENST00000251879.10	ME1	turquoise
1702	ENST00000251968.4	ME5	green
1703	ENST00000251973.10	ME22	darkgreen
1704	ENST00000251993.11	ME2	blue
1705	ENST00000252011.8	ME5	green
1706	ENST00000252015.3	ME15	midnightblue
1707	ENST00000252029.8	ME2	blue
1708	ENST00000252032.10	ME5	green
1709	ENST00000252034.12	ME2	blue
1710	ENST00000252050.9	ME1	turquoise
1712	ENST00000252085.4	ME2	blue
1713	ENST00000252087.3	ME3	brown
1715	ENST00000252102.9	ME4	yellow
1716	ENST00000252108.8	ME5	green
1717	ENST00000252115.10	ME5	green
1718	ENST00000252134.11	ME3	brown
1720	ENST00000252137.11	ME3	brown
1722	ENST00000252211.7	ME3	brown
1723	ENST00000252268.8	ME4	yellow
1724	ENST00000252288.8	ME4	yellow
1726	ENST00000252321.5	ME8	pink
1727	ENST00000252322.1	ME2	blue
1728	ENST00000252329.3	ME1	turquoise
1729	ENST00000252338.5	ME16	lightcyan
1731	ENST00000252444.10	ME2	blue
1732	ENST00000252445.8	ME15	midnightblue
1733	ENST00000252453.12	ME14	cyan
1734	ENST00000252456.7	ME6	red
1738	ENST00000252485.8	ME5	green
1739	ENST00000252486.9	ME2	blue
1740	ENST00000252487.9	ME5	green
1742	ENST00000252512.14	ME2	blue
1743	ENST00000252519.8	ME4	yellow
1748	ENST00000252593.7	ME2	blue
1749	ENST00000252594.10	ME5	green
1750	ENST00000252595.12	ME5	green
1751	ENST00000252597.8	ME4	yellow
1752	ENST00000252599.9	ME2	blue
1753	ENST00000252602.2	ME6	red
1754	ENST00000252603.7	ME2	blue
1756	ENST00000252660.5	ME1	turquoise
1757	ENST00000252674.9	ME2	blue
1759	ENST00000252711.7	ME4	yellow
1760	ENST00000252713.9	ME11	greenyellow
1761	ENST00000252744.6	ME2	blue
1762	ENST00000252785.3	ME2	blue
1765	ENST00000252804.9	ME2	blue
1766	ENST00000252809.3	ME2	blue
1768	ENST00000252816.10	ME6	red
1769	ENST00000252818.5	ME2	blue
1770	ENST00000252825.9	ME4	yellow
1771	ENST00000252826.10	ME5	green
1772	ENST00000252840.11	ME2	blue
1773	ENST00000252854.8	ME2	blue
1774	ENST00000252891.8	ME2	blue
1775	ENST00000252909.8	ME1	turquoise
1776	ENST00000252934.10	ME21	darkred
1778	ENST00000252979.6	ME2	blue
1781	ENST00000252996.9	ME5	green
1782	ENST00000252997.3	ME2	blue
1783	ENST00000252999.7	ME3	brown
1784	ENST00000253003.7	ME15	midnightblue
1785	ENST00000253023.8	ME6	red
1786	ENST00000253024.10	ME5	green
1787	ENST00000253031.6	ME2	blue
1788	ENST00000253039.9	ME2	blue
1789	ENST00000253047.7	ME5	green
1790	ENST00000253048.10	ME2	blue
1792	ENST00000253055.8	ME5	green
1793	ENST00000253063.4	ME2	blue
1794	ENST00000253083.9	ME4	yellow
1795	ENST00000253099.11	ME6	red
1797	ENST00000253108.9	ME12	tan
1798	ENST00000253109.5	ME2	blue
1799	ENST00000253110.16	ME2	blue
1800	ENST00000253115.7	ME5	green
1801	ENST00000253122.10	ME4	yellow
1802	ENST00000253144.13	ME3	brown
1803	ENST00000253159.12	ME29	saddlebrown
1804	ENST00000253188.8	ME14	cyan
1805	ENST00000253193.9	ME2	blue
1807	ENST00000253237.10	ME2	blue
1809	ENST00000253251.12	ME11	greenyellow
1810	ENST00000253255.7	ME1	turquoise
1811	ENST00000253270.13	ME12	tan
1812	ENST00000253320.8	ME23	darkturquoise
1813	ENST00000253329.3	ME2	blue
1816	ENST00000253382.5	ME4	yellow
1819	ENST00000253408.11	ME2	blue
1820	ENST00000253410.3	ME4	yellow
1821	ENST00000253413.10	ME4	yellow
1822	ENST00000253452.8	ME4	yellow
1823	ENST00000253457.8	ME4	yellow
1826	ENST00000253462.8	ME2	blue
1827	ENST00000253506.9	ME2	blue
1830	ENST00000253686.7	ME4	yellow
1831	ENST00000253692.11	ME1	turquoise
1832	ENST00000253693.7	ME5	green
1833	ENST00000253699.7	ME5	green
1834	ENST00000253727.10	ME5	green
1835	ENST00000253754.8	ME8	pink
1837	ENST00000253788.12	ME12	tan
1839	ENST00000253794.7	ME5	green
1840	ENST00000253796.10	ME22	darkgreen
1841	ENST00000253799.8	ME14	cyan
1842	ENST00000253807.3	ME2	blue
1844	ENST00000253814.6	ME5	green
1845	ENST00000253861.5	ME2	blue
1846	ENST00000253925.12	ME11	greenyellow
1849	ENST00000254029.8	ME5	green
1850	ENST00000254035.9	ME4	yellow
1851	ENST00000254037.6	ME1	turquoise
