gene	gene_id	module_MEnumber	module_Color
1	ENST00000000233.10	ME5	green
2	ENST00000000412.8	ME5	green
3	ENST00000000442.11	ME4	yellow
4	ENST00000001008.6	ME3	brown
5	ENST00000001146.7	ME2	blue
6	ENST00000002125.9	ME4	yellow
7	ENST00000002165.11	ME2	blue
8	ENST00000002501.11	ME7	black
9	ENST00000002596.6	ME2	blue
10	ENST00000002829.8	ME22	darkgreen
11	ENST00000003100.13	ME5	green
12	ENST00000003302.8	ME4	yellow
14	ENST00000003912.8	ME5	green
15	ENST00000004103.8	ME2	blue
16	ENST00000004982.6	ME6	red
19	ENST00000005257.7	ME5	green
20	ENST00000005259.9	ME4	yellow
21	ENST00000005260.9	ME4	yellow
22	ENST00000005286.8	ME3	brown
23	ENST00000005340.10	ME2	blue
24	ENST00000005374.10	ME13	salmon
25	ENST00000005386.8	ME5	green
27	ENST00000006053.7	ME2	blue
30	ENST00000006658.11	ME4	yellow
31	ENST00000006750.8	ME4	yellow
32	ENST00000006777.11	ME2	blue
34	ENST00000007390.3	ME5	green
35	ENST00000007414.8	ME2	blue
36	ENST00000007510.9	ME2	blue
37	ENST00000007516.8	ME4	yellow
38	ENST00000007699.10	ME4	yellow
40	ENST00000007722.11	ME3	brown
42	ENST00000008180.13	ME2	blue
43	ENST00000008527.10	ME5	green
44	ENST00000009041.12	ME5	green
45	ENST00000009180.10	ME2	blue
46	ENST00000009530.13	ME12	tan
47	ENST00000009589.8	ME5	green
48	ENST00000010132.6	ME12	tan
52	ENST00000011619.6	ME5	green
53	ENST00000011653.9	ME2	blue
54	ENST00000011691.6	ME1	turquoise
55	ENST00000011700.10	ME4	yellow
56	ENST00000011898.10	ME4	yellow
59	ENST00000012443.9	ME6	red
60	ENST00000013070.11	ME5	green
62	ENST00000013222.5	ME2	blue
63	ENST00000013807.9	ME4	yellow
65	ENST00000014914.6	ME2	blue
66	ENST00000014930.9	ME2	blue
67	ENST00000014935.7	ME4	yellow
68	ENST00000016171.6	ME5	green
69	ENST00000016946.8	ME5	green
70	ENST00000017003.7	ME29	saddlebrown
73	ENST00000020926.8	ME16	lightcyan
74	ENST00000020945.4	ME10	purple
75	ENST00000022615.9	ME4	yellow
77	ENST00000025008.10	ME5	green
78	ENST00000025301.4	ME5	green
81	ENST00000029410.10	ME12	tan
85	ENST00000035307.7	ME2	blue
86	ENST00000037243.7	ME5	green
87	ENST00000037502.11	ME2	blue
88	ENST00000037869.8	ME5	green
89	ENST00000038176.8	ME5	green
90	ENST00000039007.5	ME2	blue
92	ENST00000040663.8	ME5	green
93	ENST00000040738.10	ME21	darkred
94	ENST00000040877.2	ME5	green
95	ENST00000042381.9	ME5	green
97	ENST00000044462.12	ME4	yellow
99	ENST00000046640.9	ME1	turquoise
101	ENST00000052569.10	ME2	blue
102	ENST00000052754.10	ME2	blue
103	ENST00000053468.4	ME4	yellow
104	ENST00000053867.8	ME2	blue
106	ENST00000054666.11	ME2	blue
107	ENST00000054950.4	ME2	blue
108	ENST00000055077.8	ME2	blue
109	ENST00000055335.11	ME4	yellow
110	ENST00000056217.10	ME2	blue
111	ENST00000056233.4	ME2	blue
112	ENST00000060969.6	ME5	green
114	ENST00000064724.8	ME2	blue
115	ENST00000064778.8	ME5	green
117	ENST00000066544.8	ME5	green
118	ENST00000070846.11	ME4	yellow
119	ENST00000072516.7	ME2	blue
121	ENST00000072869.9	ME2	blue
123	ENST00000075322.11	ME2	blue
125	ENST00000078429.9	ME5	green
126	ENST00000080059.12	ME2	blue
127	ENST00000081029.8	ME4	yellow
129	ENST00000083182.8	ME2	blue
130	ENST00000084795.9	ME1	turquoise
131	ENST00000084798.9	ME32	violet
133	ENST00000085079.11	ME4	yellow
134	ENST00000155093.8	ME23	darkturquoise
135	ENST00000155674.9	ME3	brown
136	ENST00000155840.12	ME4	yellow
137	ENST00000155926.9	ME2	blue
138	ENST00000156084.8	ME5	green
139	ENST00000156109.7	ME15	midnightblue
140	ENST00000156471.10	ME2	blue
141	ENST00000156626.12	ME2	blue
142	ENST00000156825.5	ME5	green
143	ENST00000157600.8	ME2	blue
145	ENST00000158166.5	ME1	turquoise
146	ENST00000158526.9	ME1	turquoise
148	ENST00000158771.9	ME2	blue
149	ENST00000159087.7	ME1	turquoise
150	ENST00000159111.9	ME4	yellow
151	ENST00000160262.10	ME4	yellow
152	ENST00000160373.8	ME2	blue
153	ENST00000160740.7	ME1	turquoise
154	ENST00000160827.9	ME4	yellow
156	ENST00000161863.9	ME5	green
158	ENST00000162330.10	ME5	green
159	ENST00000162391.8	ME5	green
161	ENST00000163416.7	ME10	purple
163	ENST00000164024.5	ME2	blue
164	ENST00000164133.7	ME2	blue
165	ENST00000164139.4	ME4	yellow
167	ENST00000164247.5	ME1	turquoise
168	ENST00000164305.10	ME2	blue
169	ENST00000164640.8	ME2	blue
172	ENST00000166139.9	ME5	green
173	ENST00000166345.8	ME28	skyblue
175	ENST00000167106.9	ME20	royalblue
178	ENST00000168216.11	ME5	green
180	ENST00000168977.7	ME4	yellow
181	ENST00000169293.10	ME7	black
182	ENST00000169298.8	ME29	saddlebrown
183	ENST00000169551.11	ME4	yellow
184	ENST00000170168.9	ME5	green
185	ENST00000170447.12	ME15	midnightblue
189	ENST00000171887.8	ME4	yellow
191	ENST00000173229.7	ME8	pink
192	ENST00000173527.6	ME4	yellow
194	ENST00000173898.12	ME2	blue
195	ENST00000174618.5	ME2	blue
196	ENST00000175091.5	ME2	blue
198	ENST00000175756.10	ME2	blue
199	ENST00000176183.6	ME1	turquoise
201	ENST00000176763.10	ME5	green
205	ENST00000178638.8	ME31	paleturquoise
207	ENST00000179259.6	ME5	green
209	ENST00000181839.10	ME5	green
211	ENST00000182527.4	ME2	blue
213	ENST00000184266.3	ME6	red
214	ENST00000184956.11	ME2	blue
216	ENST00000185206.12	ME4	yellow
217	ENST00000186436.10	ME5	green
218	ENST00000187762.7	ME5	green
220	ENST00000188312.7	ME5	green
222	ENST00000188790.9	ME2	blue
223	ENST00000189444.11	ME3	brown
225	ENST00000190611.9	ME2	blue
226	ENST00000190983.5	ME2	blue
229	ENST00000192314.7	ME31	paleturquoise
230	ENST00000192788.6	ME4	yellow
232	ENST00000193391.8	ME2	blue
233	ENST00000193403.11	ME11	greenyellow
234	ENST00000194118.8	ME6	red
235	ENST00000194152.4	ME2	blue
236	ENST00000194155.7	ME2	blue
237	ENST00000194214.10	ME12	tan
238	ENST00000194530.8	ME4	yellow
241	ENST00000196371.10	ME4	yellow
242	ENST00000196482.4	ME5	green
243	ENST00000196489.4	ME5	green
244	ENST00000196551.8	ME15	midnightblue
245	ENST00000197268.13	ME5	green
246	ENST00000198536.7	ME11	greenyellow
249	ENST00000199280.4	ME2	blue
250	ENST00000199320.9	ME2	blue
251	ENST00000199389.11	ME5	green
252	ENST00000199448.9	ME5	green
254	ENST00000199814.9	ME12	tan
256	ENST00000200135.8	ME5	green
257	ENST00000200181.8	ME2	blue
258	ENST00000200453.6	ME15	midnightblue
259	ENST00000200457.9	ME2	blue
260	ENST00000200557.11	ME16	lightcyan
261	ENST00000200639.9	ME2	blue
264	ENST00000200691.5	ME4	yellow
266	ENST00000201031.3	ME2	blue
268	ENST00000202017.6	ME5	green
269	ENST00000202556.14	ME9	magenta
270	ENST00000202677.12	ME5	green
271	ENST00000202773.14	ME12	tan
273	ENST00000202834.12	ME12	tan
274	ENST00000202967.4	ME4	yellow
276	ENST00000203166.10	ME1	turquoise
277	ENST00000203407.6	ME4	yellow
278	ENST00000203556.9	ME2	blue
280	ENST00000203630.10	ME5	green
281	ENST00000203664.10	ME2	blue
282	ENST00000204517.11	ME11	greenyellow
283	ENST00000204549.9	ME5	green
284	ENST00000204566.7	ME5	green
285	ENST00000204604.6	ME2	blue
287	ENST00000204726.9	ME2	blue
289	ENST00000204961.5	ME22	darkgreen
290	ENST00000205061.9	ME2	blue
292	ENST00000205194.5	ME2	blue
294	ENST00000205402.10	ME4	yellow
295	ENST00000205557.12	ME14	cyan
296	ENST00000205636.4	ME2	blue
297	ENST00000206020.8	ME6	red
299	ENST00000206380.8	ME5	green
300	ENST00000206423.8	ME2	blue
301	ENST00000206451.11	ME5	green
302	ENST00000206474.11	ME11	greenyellow
305	ENST00000206595.11	ME2	blue
306	ENST00000206765.11	ME31	paleturquoise
308	ENST00000207549.9	ME8	pink
310	ENST00000207870.8	ME2	blue
312	ENST00000209873.9	ME5	green
313	ENST00000209875.9	ME2	blue
314	ENST00000209884.5	ME2	blue
316	ENST00000210060.12	ME5	green
319	ENST00000210313.8	ME2	blue
320	ENST00000210444.6	ME5	green
323	ENST00000211287.9	ME1	turquoise
324	ENST00000211314.5	ME2	blue
327	ENST00000211936.10	ME2	blue
328	ENST00000211998.10	ME4	yellow
330	ENST00000212355.9	ME2	blue
332	ENST00000214893.10	ME4	yellow
333	ENST00000215057.7	ME2	blue
334	ENST00000215061.9	ME12	tan
335	ENST00000215095.11	ME8	pink
337	ENST00000215375.7	ME4	yellow
338	ENST00000215530.7	ME2	blue
340	ENST00000215555.7	ME6	red
341	ENST00000215565.3	ME4	yellow
342	ENST00000215567.10	ME12	tan
343	ENST00000215570.8	ME5	green
344	ENST00000215574.9	ME6	red
346	ENST00000215631.9	ME2	blue
347	ENST00000215659.13	ME4	yellow
348	ENST00000215727.10	ME8	pink
349	ENST00000215730.12	ME5	green
350	ENST00000215742.9	ME5	green
351	ENST00000215743.8	ME4	yellow
352	ENST00000215754.8	ME15	midnightblue
354	ENST00000215781.3	ME2	blue
355	ENST00000215790.12	ME2	blue
356	ENST00000215793.13	ME5	green
357	ENST00000215794.8	ME2	blue
358	ENST00000215798.10	ME1	turquoise
359	ENST00000215829.8	ME5	green
360	ENST00000215832.11	ME2	blue
361	ENST00000215838.8	ME2	blue
363	ENST00000215862.8	ME1	turquoise
364	ENST00000215882.10	ME14	cyan
365	ENST00000215904.7	ME4	yellow
366	ENST00000215906.6	ME2	blue
367	ENST00000215909.10	ME5	green
368	ENST00000215912.10	ME2	blue
369	ENST00000215917.11	ME5	green
370	ENST00000215919.3	ME2	blue
371	ENST00000215941.9	ME29	saddlebrown
372	ENST00000215956.10	ME4	yellow
373	ENST00000215957.10	ME5	green
374	ENST00000215980.10	ME28	skyblue
375	ENST00000216014.9	ME2	blue
376	ENST00000216019.11	ME1	turquoise
378	ENST00000216027.8	ME29	saddlebrown
380	ENST00000216034.6	ME5	green
381	ENST00000216037.10	ME2	blue
382	ENST00000216038.6	ME5	green
383	ENST00000216039.9	ME2	blue
384	ENST00000216044.10	ME5	green
386	ENST00000216068.9	ME2	blue
388	ENST00000216083.6	ME2	blue
391	ENST00000216101.7	ME5	green
392	ENST00000216106.6	ME2	blue
393	ENST00000216115.3	ME2	blue
394	ENST00000216117.9	ME2	blue
395	ENST00000216121.12	ME20	royalblue
396	ENST00000216122.9	ME2	blue
397	ENST00000216124.10	ME1	turquoise
398	ENST00000216127.5	ME4	yellow
399	ENST00000216129.7	ME5	green
400	ENST00000216133.10	ME5	green
402	ENST00000216146.9	ME11	greenyellow
403	ENST00000216160.11	ME5	green
404	ENST00000216180.8	ME14	cyan
405	ENST00000216181.11	ME2	blue
406	ENST00000216185.7	ME4	yellow
407	ENST00000216190.13	ME10	purple
408	ENST00000216218.8	ME15	midnightblue
410	ENST00000216225.9	ME4	yellow
411	ENST00000216237.10	ME5	green
412	ENST00000216241.14	ME2	blue
413	ENST00000216252.4	ME5	green
414	ENST00000216254.9	ME4	yellow
415	ENST00000216259.8	ME2	blue
416	ENST00000216264.13	ME4	yellow
417	ENST00000216267.12	ME1	turquoise
418	ENST00000216268.6	ME2	blue
421	ENST00000216277.13	ME10	purple
422	ENST00000216281.13	ME5	green
424	ENST00000216294.5	ME5	green
425	ENST00000216297.7	ME2	blue
429	ENST00000216361.9	ME2	blue
430	ENST00000216366.9	ME1	turquoise
432	ENST00000216373.10	ME5	green
433	ENST00000216378.2	ME2	blue
434	ENST00000216392.8	ME2	blue
435	ENST00000216410.8	ME2	blue
436	ENST00000216416.9	ME2	blue
437	ENST00000216420.12	ME5	green
438	ENST00000216442.12	ME6	red
440	ENST00000216452.9	ME10	purple
441	ENST00000216455.9	ME5	green
445	ENST00000216468.8	ME5	green
446	ENST00000216471.5	ME2	blue
447	ENST00000216479.8	ME6	red
448	ENST00000216484.7	ME2	blue
449	ENST00000216487.12	ME15	midnightblue
450	ENST00000216489.8	ME4	yellow
452	ENST00000216513.5	ME1	turquoise
454	ENST00000216554.8	ME2	blue
456	ENST00000216658.9	ME2	blue
458	ENST00000216727.9	ME10	purple
459	ENST00000216733.8	ME2	blue
460	ENST00000216743.6	ME1	turquoise
461	ENST00000216756.11	ME12	tan
462	ENST00000216774.11	ME5	green
463	ENST00000216780.9	ME2	blue
464	ENST00000216797.10	ME2	blue
465	ENST00000216799.9	ME4	yellow
466	ENST00000216802.10	ME5	green
467	ENST00000216807.12	ME5	green
468	ENST00000216832.9	ME2	blue
470	ENST00000216877.10	ME2	blue
471	ENST00000216879.9	ME2	blue
472	ENST00000216923.5	ME15	midnightblue
473	ENST00000216962.9	ME4	yellow
474	ENST00000216968.5	ME2	blue
475	ENST00000217026.5	ME28	skyblue
476	ENST00000217086.9	ME2	blue
477	ENST00000217109.9	ME5	green
478	ENST00000217131.6	ME16	lightcyan
481	ENST00000217162.5	ME1	turquoise
482	ENST00000217173.7	ME5	green
483	ENST00000217182.6	ME4	yellow
484	ENST00000217195.12	ME1	turquoise
488	ENST00000217289.9	ME2	blue
490	ENST00000217381.3	ME4	yellow
492	ENST00000217402.3	ME5	green
494	ENST00000217426.7	ME5	green
496	ENST00000217455.9	ME4	yellow
497	ENST00000217456.3	ME2	blue
498	ENST00000217515.11	ME5	green
499	ENST00000217652.8	ME5	green
500	ENST00000217740.4	ME22	darkgreen
503	ENST00000217893.10	ME5	green
504	ENST00000217901.10	ME15	midnightblue
505	ENST00000217909.8	ME2	blue
506	ENST00000217939.7	ME2	blue
507	ENST00000217957.10	ME1	turquoise
508	ENST00000217958.8	ME5	green
510	ENST00000217971.8	ME2	blue
512	ENST00000218032.7	ME2	blue
513	ENST00000218056.9	ME5	green
514	ENST00000218104.6	ME5	green
516	ENST00000218176.4	ME2	blue
520	ENST00000218249.7	ME1	turquoise
521	ENST00000218328.12	ME5	green
522	ENST00000218340.4	ME2	blue
524	ENST00000218364.5	ME4	yellow
525	ENST00000218388.9	ME11	greenyellow
526	ENST00000218432.10	ME1	turquoise
528	ENST00000218516.4	ME2	blue
531	ENST00000218789.9	ME5	green
532	ENST00000218867.4	ME4	yellow
533	ENST00000218981.5	ME1	turquoise
537	ENST00000219070.9	ME11	greenyellow
541	ENST00000219139.8	ME5	green
542	ENST00000219150.10	ME2	blue
544	ENST00000219169.9	ME12	tan
546	ENST00000219204.8	ME2	blue
547	ENST00000219207.10	ME2	blue
548	ENST00000219235.5	ME1	turquoise
549	ENST00000219240.9	ME20	royalblue
550	ENST00000219252.10	ME5	green
552	ENST00000219271.4	ME4	yellow
553	ENST00000219281.8	ME5	green
554	ENST00000219299.8	ME5	green
555	ENST00000219302.8	ME2	blue
556	ENST00000219313.9	ME4	yellow
557	ENST00000219315.9	ME1	turquoise
558	ENST00000219320.9	ME5	green
559	ENST00000219322.7	ME9	magenta
560	ENST00000219334.10	ME31	paleturquoise
561	ENST00000219343.11	ME4	yellow
563	ENST00000219400.8	ME3	brown
564	ENST00000219406.11	ME2	blue
565	ENST00000219409.8	ME5	green
566	ENST00000219431.4	ME2	blue
567	ENST00000219439.9	ME4	yellow
569	ENST00000219473.12	ME5	green
571	ENST00000219478.11	ME1	turquoise
572	ENST00000219479.7	ME15	midnightblue
573	ENST00000219481.10	ME5	green
575	ENST00000219542.3	ME4	yellow
576	ENST00000219548.9	ME5	green
577	ENST00000219551.2	ME1	turquoise
578	ENST00000219596.6	ME2	blue
579	ENST00000219611.7	ME5	green
580	ENST00000219689.12	ME4	yellow
583	ENST00000219789.11	ME5	green
584	ENST00000219794.11	ME4	yellow
586	ENST00000219837.12	ME5	green
587	ENST00000219905.13	ME10	purple
589	ENST00000220003.14	ME5	green
590	ENST00000220058.9	ME1	turquoise
591	ENST00000220062.9	ME32	violet
592	ENST00000220166.10	ME2	blue
593	ENST00000220244.7	ME2	blue
594	ENST00000220325.9	ME5	green
595	ENST00000220429.12	ME5	green
596	ENST00000220496.9	ME1	turquoise
597	ENST00000220509.10	ME5	green
599	ENST00000220531.9	ME5	green
600	ENST00000220584.9	ME4	yellow
601	ENST00000220592.10	ME5	green
602	ENST00000220597.4	ME5	green
603	ENST00000220616.9	ME1	turquoise
604	ENST00000220659.11	ME5	green
606	ENST00000220751.5	ME10	purple
607	ENST00000220763.10	ME2	blue
608	ENST00000220764.7	ME7	black
610	ENST00000220809.9	ME2	blue
614	ENST00000220853.8	ME2	blue
615	ENST00000220856.6	ME2	blue
616	ENST00000220888.9	ME2	blue
621	ENST00000221086.8	ME5	green
622	ENST00000221114.8	ME15	midnightblue
623	ENST00000221130.11	ME5	green
624	ENST00000221132.8	ME22	darkgreen
626	ENST00000221200.9	ME4	yellow
627	ENST00000221232.11	ME12	tan
628	ENST00000221233.9	ME5	green
630	ENST00000221264.8	ME2	blue
631	ENST00000221265.8	ME12	tan
632	ENST00000221283.10	ME11	greenyellow
633	ENST00000221307.13	ME1	turquoise
637	ENST00000221363.9	ME1	turquoise
638	ENST00000221418.9	ME4	yellow
639	ENST00000221419.10	ME10	purple
640	ENST00000221431.11	ME4	yellow
641	ENST00000221444.2	ME20	royalblue
643	ENST00000221452.13	ME2	blue
644	ENST00000221455.8	ME10	purple
645	ENST00000221459.7	ME6	red
646	ENST00000221462.9	ME4	yellow
647	ENST00000221466.10	ME2	blue
648	ENST00000221476.4	ME6	red
649	ENST00000221480.6	ME1	turquoise
651	ENST00000221486.6	ME5	green
652	ENST00000221494.10	ME12	tan
656	ENST00000221561.12	ME4	yellow
657	ENST00000221566.7	ME6	red
659	ENST00000221665.5	ME29	saddlebrown
662	ENST00000221801.8	ME3	brown
663	ENST00000221847.6	ME2	blue
664	ENST00000221855.8	ME5	green
665	ENST00000221859.9	ME6	red
667	ENST00000221922.11	ME2	blue
668	ENST00000221930.6	ME2	blue
669	ENST00000221943.14	ME4	yellow
671	ENST00000221957.9	ME2	blue
672	ENST00000221972.8	ME26	darkorange
674	ENST00000221980.5	ME2	blue
676	ENST00000222005.7	ME19	lightyellow
677	ENST00000222008.11	ME2	blue
678	ENST00000222120.8	ME2	blue
681	ENST00000222145.9	ME22	darkgreen
683	ENST00000222214.10	ME4	yellow
684	ENST00000222219.8	ME2	blue
685	ENST00000222224.4	ME19	lightyellow
686	ENST00000222247.10	ME15	midnightblue
687	ENST00000222250.5	ME2	blue
688	ENST00000222254.13	ME5	green
689	ENST00000222256.9	ME4	yellow
690	ENST00000222266.2	ME5	green
691	ENST00000222271.7	ME2	blue
692	ENST00000222284.10	ME5	green
693	ENST00000222304.5	ME8	pink
695	ENST00000222307.9	ME12	tan
696	ENST00000222308.8	ME5	green
697	ENST00000222329.9	ME5	green
698	ENST00000222330.8	ME15	midnightblue
699	ENST00000222345.11	ME2	blue
700	ENST00000222374.3	ME4	yellow
701	ENST00000222388.6	ME11	greenyellow
702	ENST00000222390.11	ME2	blue
703	ENST00000222399.11	ME12	tan
704	ENST00000222402.8	ME5	green
706	ENST00000222511.11	ME29	saddlebrown
707	ENST00000222543.11	ME2	blue
708	ENST00000222547.8	ME5	green
709	ENST00000222553.8	ME4	yellow
710	ENST00000222567.6	ME5	green
711	ENST00000222572.8	ME29	saddlebrown
712	ENST00000222573.5	ME2	blue
713	ENST00000222574.9	ME5	green
714	ENST00000222584.8	ME10	purple
715	ENST00000222597.7	ME6	red
716	ENST00000222644.10	ME2	blue
717	ENST00000222673.6	ME4	yellow
719	ENST00000222693.5	ME4	yellow
721	ENST00000222725.10	ME5	green
722	ENST00000222726.4	ME33	darkolivegreen
725	ENST00000222800.8	ME4	yellow
726	ENST00000222803.10	ME2	blue
728	ENST00000222823.9	ME1	turquoise
730	ENST00000222969.10	ME2	blue
731	ENST00000222990.8	ME20	royalblue
732	ENST00000223023.5	ME2	blue
733	ENST00000223029.8	ME4	yellow
735	ENST00000223061.6	ME2	blue
736	ENST00000223073.6	ME5	green
737	ENST00000223076.2	ME1	turquoise
739	ENST00000223095.5	ME2	blue
740	ENST00000223122.4	ME5	green
742	ENST00000223129.8	ME5	green
743	ENST00000223136.5	ME4	yellow
745	ENST00000223190.8	ME5	green
747	ENST00000223210.5	ME5	green
748	ENST00000223215.10	ME2	blue
749	ENST00000223271.8	ME7	black
750	ENST00000223273.7	ME5	green
753	ENST00000223324.3	ME4	yellow
754	ENST00000223336.11	ME4	yellow
755	ENST00000223357.8	ME2	blue
756	ENST00000223364.7	ME4	yellow
757	ENST00000223368.7	ME4	yellow
758	ENST00000223369.3	ME5	green
759	ENST00000223398.11	ME2	blue
760	ENST00000223423.8	ME2	blue
761	ENST00000223428.9	ME5	green
762	ENST00000223459.11	ME5	green
765	ENST00000223641.5	ME5	green
766	ENST00000223642.3	ME2	blue
768	ENST00000223795.3	ME2	blue
769	ENST00000223864.7	ME4	yellow
770	ENST00000224073.6	ME19	lightyellow
771	ENST00000224140.6	ME5	green
772	ENST00000224237.9	ME2	blue
773	ENST00000224337.10	ME2	blue
774	ENST00000224721.12	ME2	blue
777	ENST00000224949.9	ME6	red
779	ENST00000225171.7	ME5	green
780	ENST00000225174.8	ME4	yellow
781	ENST00000225235.5	ME2	blue
782	ENST00000225275.4	ME4	yellow
783	ENST00000225276.10	ME2	blue
784	ENST00000225296.8	ME5	green
785	ENST00000225298.12	ME2	blue
786	ENST00000225308.12	ME12	tan
787	ENST00000225388.9	ME5	green
788	ENST00000225394.8	ME22	darkgreen
789	ENST00000225430.9	ME15	midnightblue
790	ENST00000225441.11	ME8	pink
791	ENST00000225504.8	ME15	midnightblue
793	ENST00000225519.5	ME1	turquoise
794	ENST00000225525.4	ME5	green
795	ENST00000225538.4	ME2	blue
797	ENST00000225573.5	ME1	turquoise
799	ENST00000225577.9	ME5	green
800	ENST00000225603.9	ME5	green
801	ENST00000225609.10	ME1	turquoise
802	ENST00000225648.4	ME1	turquoise
803	ENST00000225655.6	ME2	blue
806	ENST00000225698.8	ME4	yellow
807	ENST00000225719.9	ME5	green
808	ENST00000225724.9	ME5	green
809	ENST00000225726.10	ME2	blue
810	ENST00000225728.8	ME2	blue
811	ENST00000225729.8	ME29	saddlebrown
812	ENST00000225737.11	ME2	blue
814	ENST00000225777.8	ME4	yellow
815	ENST00000225792.10	ME2	blue
816	ENST00000225831.4	ME2	blue
817	ENST00000225844.7	ME2	blue
818	ENST00000225873.9	ME5	green
819	ENST00000225916.10	ME2	blue
820	ENST00000225927.7	ME2	blue
822	ENST00000225941.6	ME22	darkgreen
823	ENST00000225964.10	ME2	blue
824	ENST00000225969.9	ME4	yellow
825	ENST00000225972.8	ME2	blue
826	ENST00000225983.10	ME3	brown
827	ENST00000226004.8	ME4	yellow
829	ENST00000226091.3	ME31	paleturquoise
831	ENST00000226105.11	ME6	red
832	ENST00000226193.6	ME2	blue
834	ENST00000226225.7	ME22	darkgreen
835	ENST00000226230.8	ME2	blue
836	ENST00000226253.9	ME4	yellow
837	ENST00000226279.8	ME2	blue
839	ENST00000226317.10	ME31	paleturquoise
840	ENST00000226319.11	ME10	purple
841	ENST00000226328.8	ME1	turquoise
843	ENST00000226574.9	ME2	blue
845	ENST00000226760.5	ME4	yellow
846	ENST00000226798.9	ME12	tan
848	ENST00000227135.7	ME2	blue
849	ENST00000227155.9	ME5	green
851	ENST00000227163.8	ME11	greenyellow
853	ENST00000227266.10	ME2	blue
854	ENST00000227322.8	ME1	turquoise
855	ENST00000227349.7	ME2	blue
856	ENST00000227451.4	ME1	turquoise
857	ENST00000227471.7	ME2	blue
860	ENST00000227503.13	ME12	tan
861	ENST00000227507.3	ME5	green
862	ENST00000227520.10	ME2	blue
863	ENST00000227524.9	ME10	purple
864	ENST00000227525.8	ME2	blue
865	ENST00000227618.9	ME6	red
866	ENST00000227638.8	ME5	green
867	ENST00000227752.8	ME2	blue
868	ENST00000227756.5	ME4	yellow
869	ENST00000227758.7	ME5	green
870	ENST00000227868.9	ME4	yellow
872	ENST00000228027.12	ME14	cyan
873	ENST00000228136.9	ME5	green
875	ENST00000228251.9	ME6	red
876	ENST00000228284.8	ME5	green
880	ENST00000228318.8	ME4	yellow
882	ENST00000228347.9	ME4	yellow
883	ENST00000228425.11	ME7	black
884	ENST00000228434.7	ME2	blue
885	ENST00000228437.10	ME5	green
886	ENST00000228438.3	ME2	blue
887	ENST00000228463.7	ME1	turquoise
888	ENST00000228495.11	ME10	purple
889	ENST00000228506.8	ME4	yellow
891	ENST00000228515.6	ME2	blue
893	ENST00000228705.7	ME5	green
894	ENST00000228740.7	ME5	green
895	ENST00000228741.8	ME22	darkgreen
896	ENST00000228799.7	ME2	blue
898	ENST00000228825.12	ME12	tan
899	ENST00000228827.8	ME4	yellow
902	ENST00000228862.3	ME2	blue
903	ENST00000228865.3	ME2	blue
904	ENST00000228872.9	ME2	blue
905	ENST00000228918.9	ME11	greenyellow
907	ENST00000228928.12	ME2	blue
908	ENST00000228936.6	ME2	blue
909	ENST00000228938.5	ME2	blue
910	ENST00000228945.9	ME10	purple
912	ENST00000229002.6	ME4	yellow
913	ENST00000229003.7	ME1	turquoise
914	ENST00000229030.5	ME1	turquoise
915	ENST00000229179.9	ME1	turquoise
918	ENST00000229214.9	ME5	green
919	ENST00000229238.5	ME6	red
920	ENST00000229239.10	ME4	yellow
921	ENST00000229243.7	ME2	blue
924	ENST00000229266.8	ME4	yellow
925	ENST00000229268.13	ME4	yellow
926	ENST00000229277.6	ME2	blue
927	ENST00000229281.6	ME5	green
928	ENST00000229307.9	ME1	turquoise
929	ENST00000229314.10	ME5	green
930	ENST00000229328.10	ME10	purple
931	ENST00000229329.7	ME5	green
932	ENST00000229330.9	ME2	blue
933	ENST00000229332.12	ME2	blue
934	ENST00000229340.10	ME10	purple
935	ENST00000229379.3	ME5	green
937	ENST00000229395.8	ME2	blue
939	ENST00000229405.8	ME1	turquoise
941	ENST00000229554.10	ME2	blue
942	ENST00000229563.6	ME5	green
944	ENST00000229595.6	ME5	green
945	ENST00000229633.7	ME4	yellow
946	ENST00000229634.13	ME2	blue
949	ENST00000229769.3	ME4	yellow
950	ENST00000229794.9	ME10	purple
951	ENST00000229812.8	ME10	purple
956	ENST00000229913.9	ME2	blue
957	ENST00000229922.7	ME4	yellow
958	ENST00000229955.4	ME7	black
959	ENST00000229971.2	ME4	yellow
960	ENST00000230036.2	ME1	turquoise
961	ENST00000230048.5	ME4	yellow
962	ENST00000230050.4	ME5	green
963	ENST00000230056.8	ME5	green
965	ENST00000230122.4	ME2	blue
967	ENST00000230321.11	ME2	blue
968	ENST00000230340.9	ME5	green
970	ENST00000230361.4	ME1	turquoise
971	ENST00000230381.7	ME2	blue
973	ENST00000230413.9	ME4	yellow
974	ENST00000230419.9	ME2	blue
976	ENST00000230449.9	ME5	green
977	ENST00000230461.11	ME10	purple
979	ENST00000230538.12	ME1	turquoise
981	ENST00000230568.5	ME2	blue
982	ENST00000230640.10	ME5	green
983	ENST00000230771.9	ME4	yellow
984	ENST00000230792.7	ME5	green
985	ENST00000230859.8	ME1	turquoise
987	ENST00000230895.11	ME2	blue
988	ENST00000230901.9	ME15	midnightblue
989	ENST00000230914.4	ME4	yellow
990	ENST00000230990.7	ME5	green
991	ENST00000231004.5	ME2	blue
993	ENST00000231061.9	ME2	blue
994	ENST00000231121.3	ME7	black
995	ENST00000231130.3	ME2	blue
996	ENST00000231134.8	ME2	blue
997	ENST00000231136.4	ME2	blue
